filename,read_type,strand,lane,read_count
40_L2_SRR18328045.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,18822625
41_L1_SRR18328044.sra_1.fastq.gz,raw,forward,1,20201306
41_L1_SRR18328044.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,18278789
41_L1_SRR18328044.sra_2.fastq.gz,raw,forward,1,20201306
41_L1_SRR18328044.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,18278789
41_L2_SRR18328043.sra_1.fastq.gz,raw,forward,2,20679405
41_L2_SRR18328043.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,19527006
41_L2_SRR18328043.sra_2.fastq.gz,raw,forward,2,20679405
41_L2_SRR18328043.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,19527006
42_L1_SRR8581152.sra_1.fastq.gz,raw,forward,1,28999076
42_L1_SRR8581152.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,22445896
42_L1_SRR8581152.sra_2.fastq.gz,raw,forward,1,28999076
42_L1_SRR8581152.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,22445896
43_L1_SRR18328042.sra_1.fastq.gz,raw,forward,1,23781751
43_L1_SRR18328042.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,21467351
43_L1_SRR18328042.sra_2.fastq.gz,raw,forward,1,23781751
43_L1_SRR18328042.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,21467351
43_L2_SRR18328041.sra_1.fastq.gz,raw,forward,2,24389147
43_L2_SRR18328041.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,22969618
43_L2_SRR18328041.sra_2.fastq.gz,raw,forward,2,24389147
43_L2_SRR18328041.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,22969618
44_L1_SRR18328039.sra_1.fastq.gz,raw,forward,1,20596275
44_L1_SRR18328039.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,18773845
44_L1_SRR18328039.sra_2.fastq.gz,raw,forward,1,20596275
44_L1_SRR18328039.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,18773845
44_L2_SRR18328038.sra_1.fastq.gz,raw,forward,2,21069640
44_L2_SRR18328038.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,20027634
44_L2_SRR18328038.sra_2.fastq.gz,raw,forward,2,21069640
44_L2_SRR18328038.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,20027634
45_L1_SRR18328037.sra_1.fastq.gz,raw,forward,1,20183680
45_L1_SRR18328037.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,18224418
45_L1_SRR18328037.sra_2.fastq.gz,raw,forward,1,20183680
45_L1_SRR18328037.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,18224418
45_L2_SRR18328036.sra_1.fastq.gz,raw,forward,2,20618138
45_L2_SRR18328036.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,19421957
45_L2_SRR18328036.sra_2.fastq.gz,raw,forward,2,20618138
45_L2_SRR18328036.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,19421957
46_L1_SRR8581141.sra_1.fastq.gz,raw,forward,1,48231335
46_L1_SRR8581141.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,38006498
46_L1_SRR8581141.sra_2.fastq.gz,raw,forward,1,48231335
46_L1_SRR8581141.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,38006498
47_L1_SRR18328033.sra_1.fastq.gz,raw,forward,1,16391717
47_L1_SRR18328033.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,14966164
47_L1_SRR18328033.sra_2.fastq.gz,raw,forward,1,16391717
47_L1_SRR18328033.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,14966164
47_L2_SRR18328032.sra_1.fastq.gz,raw,forward,2,16750494
47_L2_SRR18328032.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,15952441
47_L2_SRR18328032.sra_2.fastq.gz,raw,forward,2,16750494
47_L2_SRR18328032.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,15952441
48_L1_SRR8581151.sra_1.fastq.gz,raw,forward,1,34872080
48_L1_SRR8581151.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,26794810
48_L1_SRR8581151.sra_2.fastq.gz,raw,forward,1,34872080
48_L1_SRR8581151.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,26794810
49_L1_SRR18328031.sra_1.fastq.gz,raw,forward,1,11504451
49_L1_SRR18328031.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,10577025
49_L1_SRR18328031.sra_2.fastq.gz,raw,forward,1,11504451
49_L1_SRR18328031.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,10577025
49_L2_SRR18328030.sra_1.fastq.gz,raw,forward,2,11741583
49_L2_SRR18328030.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,11258473
49_L2_SRR18328030.sra_2.fastq.gz,raw,forward,2,11741583
49_L2_SRR18328030.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,11258473
5_L1_SRR8581143.sra_1.fastq.gz,raw,forward,1,43595258
5_L1_SRR8581143.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,33573991
5_L1_SRR8581143.sra_2.fastq.gz,raw,forward,1,43595258
5_L1_SRR8581143.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,33573991
50_L1_SRR18328028.sra_1.fastq.gz,raw,forward,1,18836940
50_L1_SRR18328028.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,17253599
50_L1_SRR18328028.sra_2.fastq.gz,raw,forward,1,18836940
50_L1_SRR18328028.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,17253599
50_L2_SRR18328027.sra_1.fastq.gz,raw,forward,2,19246618
50_L2_SRR18328027.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,18380445
50_L2_SRR18328027.sra_2.fastq.gz,raw,forward,2,19246618
50_L2_SRR18328027.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,18380445
51_L1_SRR18328026.sra_1.fastq.gz,raw,forward,1,25964294
51_L1_SRR18328026.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,23664129
51_L1_SRR18328026.sra_2.fastq.gz,raw,forward,1,25964294
51_L1_SRR18328026.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,23664129
51_L2_SRR18328025.sra_1.fastq.gz,raw,forward,2,26493974
51_L2_SRR18328025.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,25172200
51_L2_SRR18328025.sra_2.fastq.gz,raw,forward,2,26493974
51_L2_SRR18328025.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,25172200
52_L1_SRR8581146.sra_1.fastq.gz,raw,forward,1,32140055
52_L1_SRR8581146.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,24781189
52_L1_SRR8581146.sra_2.fastq.gz,raw,forward,1,32140055
52_L1_SRR8581146.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,24781189
53_L1_SRR8581145.sra_1.fastq.gz,raw,forward,1,30498473
53_L1_SRR8581145.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,23451702
53_L1_SRR8581145.sra_2.fastq.gz,raw,forward,1,30498473
53_L1_SRR8581145.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,23451702
54_L1_SRR8581144.sra_1.fastq.gz,raw,forward,1,27766992
54_L1_SRR8581144.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,21650407
54_L1_SRR8581144.sra_2.fastq.gz,raw,forward,1,27766992
54_L1_SRR8581144.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,21650407
55_L1_SRR18328024.sra_1.fastq.gz,raw,forward,1,25636278
55_L1_SRR18328024.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,23462158
55_L1_SRR18328024.sra_2.fastq.gz,raw,forward,1,25636278
55_L1_SRR18328024.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,23462158
55_L2_SRR18328023.sra_1.fastq.gz,raw,forward,2,26117755
55_L2_SRR18328023.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,24924047
55_L2_SRR18328023.sra_2.fastq.gz,raw,forward,2,26117755
55_L2_SRR18328023.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,24924047
56_L1_SRR18328022.sra_1.fastq.gz,raw,forward,1,43100257
56_L1_SRR18328022.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,39557698
56_L1_SRR18328022.sra_2.fastq.gz,raw,forward,1,43100257
56_L1_SRR18328022.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,39557698
56_L2_SRR18328021.sra_1.fastq.gz,raw,forward,2,43922638
56_L2_SRR18328021.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,42067539
56_L2_SRR18328021.sra_2.fastq.gz,raw,forward,2,43922638
56_L2_SRR18328021.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,42067539
57_L1_SRR8581147.sra_1.fastq.gz,raw,forward,1,26082546
57_L1_SRR8581147.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,20427483
57_L1_SRR8581147.sra_2.fastq.gz,raw,forward,1,26082546
57_L1_SRR8581147.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,20427483
58_L1_SRR18328020.sra_1.fastq.gz,raw,forward,1,21617968
58_L1_SRR18328020.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,19739350
58_L1_SRR18328020.sra_2.fastq.gz,raw,forward,1,21617968
58_L1_SRR18328020.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,19739350
58_L2_SRR18328019.sra_1.fastq.gz,raw,forward,2,22028402
58_L2_SRR18328019.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,20982427
58_L2_SRR18328019.sra_2.fastq.gz,raw,forward,2,22028402
58_L2_SRR18328019.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,20982427
59_L1_SRR18328017.sra_1.fastq.gz,raw,forward,1,24266359
59_L1_SRR18328017.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,22107385
59_L1_SRR18328017.sra_2.fastq.gz,raw,forward,1,24266359
59_L1_SRR18328017.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,22107385
59_L2_SRR18328016.sra_1.fastq.gz,raw,forward,2,24770728
59_L2_SRR18328016.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,23532474
59_L2_SRR18328016.sra_2.fastq.gz,raw,forward,2,24770728
59_L2_SRR18328016.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,23532474
6_L1_SRR8581148.sra_1.fastq.gz,raw,forward,1,29563386
6_L1_SRR8581148.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,22614011
6_L1_SRR8581148.sra_2.fastq.gz,raw,forward,1,29563386
6_L1_SRR8581148.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,22614011
60_L1_SRR18328015.sra_1.fastq.gz,raw,forward,1,28409477
60_L1_SRR18328015.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,26006999
60_L1_SRR18328015.sra_2.fastq.gz,raw,forward,1,28409477
60_L1_SRR18328015.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,26006999
60_L2_SRR18328014.sra_1.fastq.gz,raw,forward,2,28981301
60_L2_SRR18328014.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,27669710
60_L2_SRR18328014.sra_2.fastq.gz,raw,forward,2,28981301
60_L2_SRR18328014.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,27669710
61_L1_SRR18328013.sra_1.fastq.gz,raw,forward,1,31042157
61_L1_SRR18328013.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,28453683
61_L1_SRR18328013.sra_2.fastq.gz,raw,forward,1,31042157
61_L1_SRR18328013.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,28453683
61_L2_SRR18328012.sra_1.fastq.gz,raw,forward,2,31680244
61_L2_SRR18328012.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,30276914
61_L2_SRR18328012.sra_2.fastq.gz,raw,forward,2,31680244
61_L2_SRR18328012.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,30276914
62_L1_SRR18328009.sra_1.fastq.gz,raw,forward,1,27239032
62_L1_SRR18328009.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,25150509
62_L1_SRR18328009.sra_2.fastq.gz,raw,forward,1,27239032
62_L1_SRR18328009.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,25150509
62_L2_SRR18328008.sra_1.fastq.gz,raw,forward,2,27745056
62_L2_SRR18328008.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,26700364
62_L2_SRR18328008.sra_2.fastq.gz,raw,forward,2,27745056
62_L2_SRR18328008.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,26700364
63_L1_SRR18328006.sra_1.fastq.gz,raw,forward,1,32623026
63_L1_SRR18328006.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,29933505
63_L1_SRR18328006.sra_2.fastq.gz,raw,forward,1,32623026
63_L1_SRR18328006.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,29933505
63_L2_SRR18328005.sra_1.fastq.gz,raw,forward,2,33328063
63_L2_SRR18328005.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,31887679
63_L2_SRR18328005.sra_2.fastq.gz,raw,forward,2,33328063
63_L2_SRR18328005.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,31887679
64_L1_SRR18328004.sra_1.fastq.gz,raw,forward,1,18089051
64_L1_SRR18328004.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,16466116
64_L1_SRR18328004.sra_2.fastq.gz,raw,forward,1,18089051
64_L1_SRR18328004.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,16466116
64_L2_SRR18328003.sra_1.fastq.gz,raw,forward,2,18458925
64_L2_SRR18328003.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,17522276
64_L2_SRR18328003.sra_2.fastq.gz,raw,forward,2,18458925
64_L2_SRR18328003.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,17522276
65_L1_SRR18328002.sra_1.fastq.gz,raw,forward,1,25713879
65_L1_SRR18328002.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,23584179
65_L1_SRR18328002.sra_2.fastq.gz,raw,forward,1,25713879
65_L1_SRR18328002.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,23584179
65_L2_SRR18328001.sra_1.fastq.gz,raw,forward,2,26234731
65_L2_SRR18328001.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,25081955
65_L2_SRR18328001.sra_2.fastq.gz,raw,forward,2,26234731
65_L2_SRR18328001.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,25081955
66_L1_SRR18328000.sra_1.fastq.gz,raw,forward,1,30229475
66_L1_SRR18328000.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,27408450
66_L1_SRR18328000.sra_2.fastq.gz,raw,forward,1,30229475
66_L1_SRR18328000.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,27408450
66_L2_SRR18328068.sra_1.fastq.gz,raw,forward,2,30815119
66_L2_SRR18328068.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,29141630
66_L2_SRR18328068.sra_2.fastq.gz,raw,forward,2,30815119
66_L2_SRR18328068.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,29141630
67_L1_SRR18328067.sra_1.fastq.gz,raw,forward,1,19046566
67_L1_SRR18328067.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,17212420
67_L1_SRR18328067.sra_2.fastq.gz,raw,forward,1,19046566
67_L1_SRR18328067.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,17212420
67_L2_SRR18328066.sra_1.fastq.gz,raw,forward,2,19443711
67_L2_SRR18328066.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,18323936
67_L2_SRR18328066.sra_2.fastq.gz,raw,forward,2,19443711
67_L2_SRR18328066.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,18323936
68_L1_SRR18328064.sra_1.fastq.gz,raw,forward,1,24732828
68_L1_SRR18328064.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,22242326
68_L1_SRR18328064.sra_2.fastq.gz,raw,forward,1,24732828
68_L1_SRR18328064.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,22242326
68_L2_SRR18328063.sra_1.fastq.gz,raw,forward,2,25186932
68_L2_SRR18328063.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,23625633
68_L2_SRR18328063.sra_2.fastq.gz,raw,forward,2,25186932
68_L2_SRR18328063.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,23625633
69_L1_SRR18328060.sra_1.fastq.gz,raw,forward,1,22382556
69_L1_SRR18328060.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,20404347
69_L1_SRR18328060.sra_2.fastq.gz,raw,forward,1,22382556
69_L1_SRR18328060.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,20404347
69_L2_SRR18328059.sra_1.fastq.gz,raw,forward,2,22810991
69_L2_SRR18328059.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,21678602
69_L2_SRR18328059.sra_2.fastq.gz,raw,forward,2,22810991
69_L2_SRR18328059.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,21678602
7_L1_SRR18328035.sra_1.fastq.gz,raw,forward,1,10892906
7_L1_SRR18328035.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,10041208
7_L1_SRR18328035.sra_2.fastq.gz,raw,forward,1,10892906
7_L1_SRR18328035.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,10041208
7_L2_SRR18328034.sra_1.fastq.gz,raw,forward,2,11136206
7_L2_SRR18328034.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,10705484
7_L2_SRR18328034.sra_2.fastq.gz,raw,forward,2,11136206
7_L2_SRR18328034.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,10705484
70_L1_SRR18328058.sra_1.fastq.gz,raw,forward,1,21419829
70_L1_SRR18328058.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,19434149
70_L1_SRR18328058.sra_2.fastq.gz,raw,forward,1,21419829
70_L1_SRR18328058.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,19434149
70_L2_SRR18328057.sra_1.fastq.gz,raw,forward,2,21872229
70_L2_SRR18328057.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,20684322
70_L2_SRR18328057.sra_2.fastq.gz,raw,forward,2,21872229
70_L2_SRR18328057.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,2,20684322
8_L1_SRR8581155.sra_1.fastq.gz,raw,forward,1,38114682
8_L1_SRR8581155.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,29035003
8_L1_SRR8581155.sra_2.fastq.gz,raw,forward,1,38114682
8_L1_SRR8581155.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,29035003
9_L1_SRR8581153.sra_1.fastq.gz,raw,forward,1,36400362
9_L1_SRR8581153.sra_1.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,28125014
9_L1_SRR8581153.sra_2.fastq.gz,raw,forward,1,36400362
9_L1_SRR8581153.sra_2.fastq.gz.trimmed.fastp.fq.gz,trimmed,reverse,1,28125014
